순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김혜성,kiwoom,2루수,75,639.2,1.022,11.06
2,송성문,kiwoom,3루수,62,469.2,0.922,9.97
3,김태진,kiwoom,유격수,23,150.1,0.737,7.97
4,김재현,kiwoom,포수,76,533.1,0.517,5.59
5,송성문,kiwoom,2루수,13,103.2,0.355,3.84
6,김휘집,kiwoom,유격수,44,338.1,0.336,3.63
7,변상권,kiwoom,우익수,9,51.2,0.279,3.01
8,김건희,kiwoom,포수,36,207.1,0.202,2.18
9,변상권,kiwoom,좌익수,14,93.0,0.158,1.7
10,김태진,kiwoom,좌익수,8,35.0,0.155,1.67
11,도슨,kiwoom,좌익수,57,445.2,0.144,1.55
12,이용규,kiwoom,우익수,13,94.0,0.104,1.13
13,고영우,kiwoom,2루수,9,43.0,0.085,0.92
14,이주형,kiwoom,우익수,38,288.1,0.081,0.88
15,김주형,kiwoom,유격수,16,56.2,0.069,0.75
16,김시앙,kiwoom,포수,6,19.1,0.061,0.66
17,주성원,kiwoom,좌익수,2,16.0,0.055,0.59
18,김태진,kiwoom,2루수,6,19.0,0.044,0.47
19,임병욱,kiwoom,우익수,4,11.0,0.041,0.45
20,박주홍,kiwoom,우익수,2,6.0,0.038,0.41
20,김휘집,kiwoom,3루수,9,53.0,0.038,0.41
22,박성빈,kiwoom,포수,6,27.0,0.034,0.37
23,주성원,kiwoom,우익수,14,76.0,0.021,0.23
24,이용규,kiwoom,좌익수,18,141.2,0.016,0.18
25,김주형,kiwoom,2루수,2,3.0,0.009,0.09
26,원성준,kiwoom,좌익수,2,5.0,-0.002,-0.02
27,송지후,kiwoom,2루수,1,3.0,-0.005,-0.05
28,이승원,kiwoom,유격수,2,9.0,-0.02,-0.21
29,김태진,kiwoom,우익수,2,6.0,-0.031,-0.33
30,예진원,kiwoom,좌익수,6,19.0,-0.044,-0.48
31,이주형,kiwoom,중견수,11,59.2,-0.045,-0.49
32,임병욱,kiwoom,중견수,16,83.0,-0.046,-0.5
33,임병욱,kiwoom,좌익수,1,9.0,-0.058,-0.63
34,박수종,kiwoom,좌익수,4,4.0,-0.093,-1.01
35,이형종,kiwoom,우익수,25,185.2,-0.123,-1.33
36,박준형,kiwoom,포수,4,12.1,-0.128,-1.39
37,박수종,kiwoom,우익수,7,12.0,-0.13,-1.4
37,고영우,kiwoom,유격수,14,67.0,-0.13,-1.4
39,도슨,kiwoom,중견수,25,185.2,-0.132,-1.42
40,김동헌,kiwoom,포수,2,14.0,-0.146,-1.58
41,이용규,kiwoom,중견수,18,106.0,-0.148,-1.61
42,임지열,kiwoom,좌익수,8,39.0,-0.15,-1.62
43,이주형,kiwoom,좌익수,1,4.0,-0.164,-1.77
43,박수종,kiwoom,중견수,34,164.2,-0.164,-1.78
45,예진원,kiwoom,중견수,11,23.0,-0.208,-2.25
46,예진원,kiwoom,우익수,5,16.2,-0.214,-2.32
47,장재영,kiwoom,중견수,17,126.1,-0.237,-2.56
48,임지열,kiwoom,우익수,9,66.0,-0.278,-3.01
49,최주환,kiwoom,1루수,77,640.1,-0.285,-3.08
50,이원석,kiwoom,1루수,12,87.0,-0.298,-3.22
51,원성준,kiwoom,중견수,10,65.0,-0.328,-3.55
52,송성문,kiwoom,1루수,19,86.0,-0.349,-3.78
53,이재상,kiwoom,유격수,29,188.0,-0.628,-6.79
54,고영우,kiwoom,3루수,44,289.2,-0.695,-7.52
67,김선기,kiwoom,투수,21,48.0,nan,nan
67,김주형,kiwoom,3루수,1,1.0,nan,nan
67,김재웅,kiwoom,투수,26,23.2,nan,nan
67,김병휘,kiwoom,유격수,2,3.0,nan,nan
67,김연주,kiwoom,투수,13,11.1,nan,nan
67,문성현,kiwoom,투수,36,33.1,nan,nan
67,박주홍,kiwoom,좌익수,2,2.0,nan,nan
67,신준우,kiwoom,유격수,1,1.0,nan,nan
67,주승우,kiwoom,투수,33,29.2,nan,nan
67,양지율,kiwoom,투수,7,8.0,nan,nan
67,김윤하,kiwoom,투수,9,20.1,nan,nan
67,김병휘,kiwoom,2루수,2,2.0,nan,nan
