순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,에레디아,SSG,0.362,29,82,99,0.83,10,0.41,3.45,0.146,63.6,0.308
2,박지환,SSG,0.341,10,30,27,1.11,1,0.38,3.65,0.124,23.2,0.296
3,정준재,SSG,0.313,3,20,15,1.33,1,0.50,4.21,0.050,11.4,0.266
4,박성한,SSG,0.301,23,101,92,1.10,3,0.85,4.15,0.101,55.5,0.271
5,최정,SSG,0.289,43,51,96,0.53,8,0.57,3.89,0.313,68.0,0.328
6,추신수,SSG,0.283,12,30,42,0.71,2,0.57,4.13,0.113,28.4,0.274
7,최지훈,SSG,0.278,32,90,124,0.73,4,0.74,3.99,0.147,60.1,0.265
8,이지영,SSG,0.275,8,95,62,1.53,1,0.45,3.19,0.053,24.9,0.222
9,고명준,SSG,0.263,23,84,52,1.62,3,0.23,3.82,0.147,34.6,0.241
10,최준우,SSG,0.261,2,6,4,1.50,0,1.14,4.06,0.087,4.6,0.29
11,김민식,SSG,0.256,6,14,25,0.56,1,0.64,4.27,0.098,11.0,0.253
12,오태곤,SSG,0.255,6,23,28,0.82,0,0.44,3.81,0.073,16.0,0.233
13,조형우,SSG,0.250,0,9,8,1.13,0,0.25,3.30,0.000,3.3,0.226
13,하재훈,SSG,0.250,16,30,59,0.51,2,0.18,3.80,0.128,22.0,0.222
15,한유섬,SSG,0.237,33,51,78,0.65,5,0.33,4.11,0.223,45.9,0.261
16,김성현,SSG,0.231,2,29,21,1.38,1,0.90,4.04,0.026,7.0,0.217
17,강진성,SSG,0.185,0,9,8,1.13,0,0.60,3.32,0.000,1.5,0.166
18,안상현,SSG,0.175,1,17,21,0.81,0,0.29,3.85,0.016,2.2,0.148
19,최경모,SSG,0.171,0,16,6,2.67,0,1.14,3.62,0.000,2.7,0.189
20,정현승,SSG,0.158,0,6,5,1.20,1,0.20,3.70,0.000,0.4,0.13
21,전의산,SSG,0.095,1,12,14,0.86,1,0.33,4.35,0.071,-0.3,0.12
22,김찬형,SSG,0.000,0,3,2,1.50,0,0.00,4.11,0.000,-0.8,0.0
22,김창평,SSG,0.000,0,2,1,2.00,0,0.50,4.22,0.000,0.2,0.1
22,류효승,SSG,0.000,0,0,2,0.00,0,-,4.50,0.000,-0.2,0.0
22,문승원,SSG,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
22,박민호,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,이로운,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,조병현,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,최민창,SSG,0.000,0,0,2,0.00,0,0.00,5.33,0.000,-0.3,0.0
22,최상민,SSG,0.000,0,1,0,-,0,-,4.00,0.000,-0.1,0.0
22,한두솔,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
